"","AD","AC","GRIM","TFT","STFT","T8","T7","T6","GRIM2","TF2T"
"share",0.120144559091052,0.0486999649208196,0.132930920646607,0.370827675827719,0.0264029721153337,0.00815511030565032,1.91940534835949e-16,1.22883339074249e-16,0.146957511946833,0.145881285145986
