"","tremble"
"AD",0.0694902239717054
"AC",0.0694902239717054
"GRIM.1",0.0694902239717054
"GRIM.2",0.0694902239717054
"TFT.1",0.0694902239717054
"TFT.2",0.0694902239717054
"GRIM2.1",0.0694902239717054
"GRIM2.2",0.0694902239717054
"GRIM2.3",0.0694902239717054
"TF2T.1",0.0694902239717054
"TF2T.2",0.0694902239717054
"TF2T.3",0.0694902239717054
