"","AD","AC","GRIM","TFT","STFT","T8","T7","T6","GRIM2","TF2T"
"share",0.13424187154213,0.0524007739411102,0.159973185200143,0.333238990514364,0.03590154399526,0.0115208527272124,6.48575999584792e-15,3.09789414534449e-15,0.149340405570254,0.123382376509518
